age,tenure_months,contract_type,monthly_charges,total_charges,phone_service,avg_monthly_gb_used,num_support_tickets,avg_monthly_minutes,satisfaction_score,num_additional_services,churned,age_is_floor,age_was_missing,gb_high_outlier,gb_was_missing,satisfaction_was_missing,is_dissatisfied,gender_Female,gender_Male,gender_Other,internet_service_unknown,internet_DSL,internet_Fiber optic,internet_No internet,payment_method_unknown,payment_Bank transfer,payment_Credit card,payment_Electronic check,payment_Mailed check,tenure_is_capped,tenure_is_new_customer,monthly_charges_at_floor,monthly_charges_was_missing,total_charges_was_missing,total_charges_suspect,minutes_low_usage,minutes_high_user,minutes_was_missing,has_any_tickets,is_high_ticket,has_any_addons,max_addons,days_since_last_interaction,long_since_interaction,conflict_phone_minutes,conflict_internet_gb,conflict_no_service_addons,conflict_internet_addons,conflict_satisfaction_churn,conflict_contract_tenure,conflict_satisfaction_tickets,conflict_inactive_retained
53.89763532328016,88.2334100730415,1,50.35,4276.91,1,36.97,1,299.25,6.0,1,0,0,0,0,0,1,0,True,False,False,0,False,False,True,0,True,False,False,False,0,0,0,0,0,0,0,0,1,1,0,1,0,355,1,0,1,0,1,0,0,0,1
36.790465665632354,48.86318310104427,0,64.86,3239.71,1,47.61,1,364.5,6.8,0,1,0,0,0,0,0,0,True,False,False,0,False,True,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,350,1,0,0,0,0,0,0,0,0
57.88092794825818,17.284485476253874,0,52.77,802.64,1,34.09,3,317.1,6.2,0,0,0,0,0,0,0,0,False,True,False,1,False,False,False,0,False,False,False,True,0,0,0,0,0,0,0,0,0,1,0,0,0,365,1,0,0,0,0,0,0,0,1
66.58675208166102,4.228563463372584,1,108.7,508.79,0,3.35,0,97.9,6.4,4,0,0,0,0,0,0,0,False,True,False,0,False,True,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,344,1,1,0,0,0,0,0,0,1
63.7817654877384,6.21936116633925,0,26.69,139.82,1,8.69,1,334.4,7.7,1,0,0,0,0,0,0,0,True,False,False,1,False,False,False,0,True,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,349,1,0,0,0,0,0,0,0,1
18.0,59.087064351003534,0,67.34,3972.81,0,13.46,0,161.3,4.2,1,1,1,0,0,0,0,0,False,True,False,0,True,False,False,0,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,1,0,367,1,1,0,0,0,0,0,0,0
65.89779939959095,86.80311665445618,0,69.62,5935.03,1,4.17,1,342.8,3.7,3,0,0,0,0,0,0,1,False,True,False,0,False,False,True,0,True,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,384,1,0,1,0,1,0,0,0,1
54.79160512683329,46.48026941781635,1,45.46,2040.76,1,9.51,2,231.8,4.3,3,1,0,0,0,0,0,0,False,False,False,1,False,False,False,0,False,False,False,True,0,0,0,0,0,0,0,0,0,1,0,1,0,348,1,0,0,0,0,0,0,0,0
24.855445532540653,34.46383282635165,0,83.91,2873.26,1,1.0,3,213.7,7.7,4,0,0,0,0,0,0,0,True,False,False,0,False,False,True,0,False,False,True,False,0,0,0,0,0,0,0,0,0,1,0,1,0,390,1,0,1,0,1,0,0,0,1
47.93729671643885,18.339606161536576,0,124.62,2587.57,0,2.79,1,9.8,7.7,0,1,0,0,0,0,0,0,False,True,False,0,True,False,False,0,True,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,361,1,1,0,0,0,0,0,0,0
32.37777607165572,8.180070142282686,0,57.89,361.55,1,16.46,1,110.2,5.2,5,1,0,0,0,0,0,0,False,False,False,0,True,False,False,0,False,False,True,False,0,0,0,0,0,0,0,0,0,1,0,1,1,355,1,0,0,0,0,0,0,0,0
18.0,25.01657928878963,0,49.33,1143.92,0,2.78,0,251.1,6.4,0,0,1,0,0,0,0,0,True,False,False,0,False,True,False,0,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,349,1,1,0,0,0,0,0,0,1
59.59135267901168,63.92525551688115,0,75.08,4814.02,1,8.26,1,246.0,7.5,1,0,0,0,0,0,0,0,False,True,False,1,False,False,False,0,True,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,347,1,0,0,0,0,0,0,0,1
48.715753887154165,26.004985846747765,1,45.86,1130.99,1,24.81,0,343.1,4.9,1,0,0,0,0,0,0,0,False,True,False,0,False,False,True,0,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,1,0,405,1,0,1,0,1,0,0,0,1
31.45235362311169,1.0,0,52.23,28.02,1,4.2,4,337.1,3.5,2,1,0,0,0,0,0,1,True,False,False,0,False,False,True,0,False,False,False,True,0,1,0,0,0,0,0,0,0,1,1,1,0,360,1,0,1,0,1,0,0,0,0
35.06587066942436,10.598449051941632,0,80.95,802.82,1,37.91,0,230.4,7.0,4,0,0,0,0,0,0,0,True,False,False,0,True,False,False,0,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,1,0,385,1,0,0,0,0,0,0,0,1
33.732214255071995,2.960885326448016,1,112.26,259.9,0,3.36,2,437.2,4.3,4,0,0,0,0,0,0,0,False,True,False,0,False,True,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,362,1,1,0,0,0,0,0,0,1
42.6540366955868,10.785178418180417,0,27.99,380.64,0,0.26,1,406.7,6.8,5,0,0,0,0,0,0,0,False,True,False,0,False,False,True,0,True,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,1,364,1,1,1,1,1,0,0,0,1
70.29278851815795,22.755533721044404,1,105.5,2490.47,1,6.08,2,345.6,6.4,2,0,0,0,0,0,0,0,True,False,False,0,False,True,False,0,False,False,True,False,0,0,0,0,0,0,0,0,0,1,0,1,0,392,1,0,0,0,0,0,0,0,1
60.34624600642988,48.96370650637954,2,59.27,2844.7,1,51.21,1,309.8,3.9,3,1,0,0,0,0,0,1,True,False,False,0,False,True,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,436,1,0,0,0,0,0,0,0,0
56.76483597714876,5.096611075032971,0,56.25,411.86,0,2.49,2,175.7,7.1,0,1,0,0,0,0,0,0,True,False,False,0,False,True,False,0,True,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,394,1,1,0,0,0,0,0,0,0
25.46595389316217,8.534594224039395,2,54.81,388.05,0,22.84,1,313.9,1.3,5,1,0,0,0,0,0,1,False,True,False,0,True,False,False,0,True,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,1,369,1,1,0,0,0,0,0,0,0
51.0901492701846,43.27606903882028,0,62.29,2590.24,1,0.56,1,104.8,7.2,1,0,0,0,0,0,0,0,False,True,False,0,False,False,True,0,False,False,True,False,0,0,0,0,0,0,0,0,0,1,0,1,0,352,1,0,1,0,1,0,0,0,1
41.093944062046376,23.272755812856943,0,48.59,1210.35,1,2.49,3,404.2,4.6,4,0,0,0,0,0,0,0,False,True,False,0,True,False,False,0,False,False,True,False,0,0,0,0,0,0,0,0,0,1,0,1,0,396,1,0,0,0,0,0,0,0,1
49.734421326659344,6.402791393676704,1,51.99,419.84,0,37.34,3,574.6,6.0,5,0,0,0,0,0,0,0,False,True,False,0,True,False,False,0,True,False,False,False,0,0,0,0,0,0,0,1,0,1,0,1,1,348,1,1,0,0,0,0,0,0,1
41.63650749195462,14.903900979466709,0,68.98,1132.13,1,3.08,1,289.8,8.1,1,0,0,0,0,0,0,0,True,False,False,0,False,True,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,397,1,0,0,0,0,0,0,0,1
31.27044436110048,8.90459419301615,0,72.2,657.44,0,17.1,3,297.1,7.5,3,1,0,0,0,0,0,0,True,False,False,0,False,True,False,0,False,False,False,True,0,0,0,0,0,0,0,0,0,1,0,1,0,397,1,1,0,0,0,0,0,0,0
21.512637668768416,20.07472989327327,0,84.76,1814.63,0,83.94,3,189.9,8.2,5,1,0,0,1,0,0,0,False,True,False,0,False,True,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,1,345,1,1,0,0,0,1,0,0,0
34.43730253488493,33.28119454999341,1,50.24,1617.95,1,10.38,1,245.4,7.0,5,0,0,0,0,0,0,0,True,False,False,0,True,False,False,0,True,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,1,389,1,0,0,0,0,0,0,0,1
61.44094592672094,3.0344084259868804,0,104.82,463.05,0,20.08,3,280.8,7.2,5,1,0,0,0,0,0,0,True,False,False,0,True,False,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,1,386,1,1,0,0,0,0,0,0,0
70.64124960705196,19.129289228033286,0,95.57,1925.94,0,0.14,0,271.6,5.9,0,1,0,0,0,0,0,0,False,True,False,0,False,True,False,0,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,260,1,1,0,0,0,0,0,0,0
43.09020786494012,1.0,1,82.12,196.95,1,18.45,2,220.6,4.6,2,0,0,0,0,0,0,0,False,True,False,0,False,True,False,0,False,True,False,False,0,1,0,0,0,0,0,0,0,1,0,1,0,359,1,0,0,0,0,0,0,0,1
48.42475038562856,15.146072461049142,2,83.98,1090.3,1,13.49,0,453.5,8.3,4,0,0,0,0,0,0,0,True,False,False,0,True,False,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,344,1,0,0,0,0,0,0,0,1
39.36932316151964,1.0,0,84.33,236.85,1,31.57,1,505.3,6.7,4,1,0,0,0,0,0,0,False,True,False,0,False,False,True,0,False,True,False,False,0,1,0,0,0,0,0,1,0,1,0,1,0,375,1,0,1,0,1,0,0,0,0
36.97837001840189,7.825323720951568,0,55.99,436.3,1,36.67,1,171.0,4.9,3,0,0,0,0,0,0,0,True,False,False,0,False,True,False,0,True,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,362,1,0,0,0,0,0,0,0,1
52.83572036741657,18.03348844250274,1,20.2,279.79,0,45.02,2,276.1,5.7,4,0,0,0,0,0,0,0,False,True,False,0,False,True,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,414,1,1,0,0,0,0,0,0,1
34.30179650292622,10.417046928188356,1,24.98,438.85,0,34.27,3,366.8,8.9,4,0,0,0,0,0,0,0,True,False,False,0,False,True,False,0,False,False,True,False,0,0,0,0,0,0,0,0,0,1,0,1,0,349,1,1,0,0,0,0,0,0,1
47.409718371536925,30.341815045534226,1,92.67,3014.48,1,18.51,3,263.4,8.1,2,0,0,0,0,0,0,0,True,False,False,0,False,True,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,411,1,0,0,0,0,0,0,0,1
73.13101197968157,1.3391145640771622,2,62.12,47.61,1,23.88,0,427.0,3.9,1,1,0,0,0,0,0,1,True,False,False,0,True,False,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,445,1,0,0,0,0,0,1,0,0
18.0,18.62737466101132,0,25.68,402.16,1,1.76,1,166.9,2.1,3,1,1,0,0,0,0,1,False,True,False,0,False,True,False,0,True,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,408,1,0,0,0,0,0,0,0,0
46.98911265486296,10.609066649635912,2,34.21,427.79,1,5.4,3,156.9,3.6,3,0,0,0,0,0,0,1,False,True,False,0,False,True,False,0,True,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,373,1,0,0,0,0,0,0,0,1
30.450059007038146,48.48075148340202,1,57.37,2784.99,1,44.94,2,118.9,6.8,2,0,0,0,0,0,0,0,False,True,False,0,False,True,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,469,1,0,0,0,0,0,0,0,1
36.2202960470736,21.68148070736189,1,71.98,1461.5,1,25.51,3,337.4,0.4,1,0,0,0,0,0,0,1,False,True,False,0,False,False,True,0,False,False,True,False,0,0,0,0,0,0,0,0,0,1,0,1,0,448,1,0,1,0,1,0,0,0,1
18.0,2.658904414073649,2,63.3,167.16,1,15.0,1,497.9,5.8,4,0,1,0,0,0,0,0,True,False,False,0,False,True,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,345,1,0,0,0,0,0,1,0,1
49.10749381367681,5.01899938045581,2,48.37,309.78,1,33.74,5,324.3,0.0,5,0,0,0,0,0,0,1,False,True,False,0,False,False,True,0,False,False,False,True,0,0,0,0,0,0,0,0,0,1,1,1,1,350,1,0,1,0,1,0,0,0,1
57.094392138216605,33.56075564654146,0,79.82,2728.16,0,15.26,1,189.2,6.5,5,0,0,0,0,0,0,0,False,True,False,0,True,False,False,0,False,False,True,False,0,0,0,0,0,0,0,0,0,1,0,1,1,400,1,1,0,0,0,0,0,0,1
66.44463196669199,1.8827538370435088,2,15.0,13.73,1,4.56,0,327.2,5.4,4,0,0,0,0,0,0,0,True,False,False,0,False,False,True,0,False,True,False,False,0,0,1,0,0,0,0,0,0,0,0,1,0,344,1,0,1,0,1,0,1,0,1
22.0030746783329,6.720288181153116,0,71.34,597.56,1,19.76,3,450.7,6.5,5,0,0,0,0,0,0,0,False,True,False,0,True,False,False,0,True,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,1,347,1,0,0,0,0,0,0,0,1
50.69449759820363,13.787269648576665,0,87.43,1158.12,1,10.42,1,375.8,3.1,1,1,0,0,0,0,0,1,False,True,False,0,False,True,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,412,1,0,0,0,0,0,0,0,0
54.6297554317819,26.33293818435814,1,83.16,2145.7,1,1.03,2,392.2,6.8,1,0,0,0,0,0,0,0,False,True,False,0,False,False,True,0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,389,1,0,1,0,1,0,0,0,1
59.23909989428513,4.539550516074806,0,71.57,378.56,1,14.38,2,299.25,7.9,0,0,0,0,0,0,0,0,True,False,False,0,True,False,False,0,False,False,True,False,0,0,0,0,0,0,0,0,1,1,0,0,0,379,1,0,0,0,0,0,0,0,1
61.56510364317229,17.679686122460616,0,49.8,1060.35,1,26.69,0,212.6,7.6,3,1,0,0,0,0,0,0,False,True,False,0,False,False,True,0,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,345,1,0,1,0,1,0,0,0,0
34.27172409287636,69.58952171407034,0,79.42,5658.54,0,1.02,1,189.7,3.6,1,1,0,0,0,0,0,1,True,False,False,1,False,False,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,354,1,1,0,0,0,0,0,0,0
27.32440833577452,33.38575004376096,0,42.68,1327.53,1,1.06,1,221.6,5.5,5,1,0,0,0,0,0,0,False,True,False,0,False,True,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,1,345,1,0,0,0,0,0,0,0,0
29.872595956602183,58.31918250888515,0,99.13,6008.87,0,4.67,4,457.4,6.3,4,0,0,0,0,0,0,0,False,True,False,1,False,False,False,0,False,False,True,False,0,0,0,0,0,0,0,0,0,1,1,1,0,373,1,1,0,0,0,0,0,0,1
47.58158208910295,3.739507669280405,0,106.71,641.06,1,5.83,3,299.25,7.7,1,1,0,0,0,0,0,0,True,False,False,0,True,False,False,0,False,False,True,False,0,0,0,0,0,0,0,0,1,1,0,1,0,354,1,0,0,0,0,0,0,0,0
54.45287717793915,45.06603110268159,2,94.04,4286.37,1,0.91,1,144.8,5.7,5,0,0,0,0,0,0,0,True,False,False,0,False,True,False,0,False,False,False,True,0,0,0,0,0,0,0,0,0,1,0,1,1,373,1,0,0,0,0,0,0,0,1
55.67044083262083,3.973255210300504,1,15.0,99.77,1,27.26,3,319.9,4.2,1,0,0,0,0,0,0,0,True,False,False,0,False,False,True,0,True,False,False,False,0,0,1,0,0,0,0,0,0,1,0,1,0,360,1,0,1,0,1,0,0,0,1
58.22650091509243,10.172658294999636,0,72.22,817.89,1,45.16,0,377.8,6.0,2,1,0,0,0,0,0,0,True,False,False,0,True,False,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,348,1,0,0,0,0,0,0,0,0
36.17734772188157,26.51467144139669,1,48.05,1301.11,0,12.89,3,76.8,3.6,2,0,0,0,0,0,0,1,True,False,False,0,True,False,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,350,1,1,0,0,0,0,0,0,1
67.03604288739497,13.370441625929388,2,52.88,607.18,1,4.54,1,415.0,6.0,5,0,0,0,0,0,1,0,False,True,False,0,True,False,False,0,False,False,True,False,0,0,0,0,0,0,0,0,0,1,0,1,1,353,1,0,0,0,0,0,0,0,1
45.287254914959085,92.16752261998292,2,65.05,6006.0,1,51.48,1,254.8,4.7,3,1,0,0,0,0,0,0,False,True,False,0,False,True,False,0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,374,1,0,0,0,0,0,0,0,0
37.62459375310085,3.0823234315576062,2,49.58,375.37,1,52.65,0,208.6,4.2,2,0,0,0,0,0,0,0,False,True,False,0,True,False,False,0,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,381,1,0,0,0,0,0,0,0,1
68.28405665135435,2.1461610009216465,0,68.68,270.41,1,14.35,4,329.6,4.0,3,1,0,0,0,0,0,1,False,True,False,0,False,False,True,0,False,True,False,False,0,0,0,0,0,0,0,0,0,1,1,1,0,362,1,0,1,0,1,0,0,0,0
42.227744138106495,9.24241471388578,2,55.46,353.75,0,16.49,2,448.4,6.1,2,0,0,1,0,0,0,0,False,True,False,0,True,False,False,0,True,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,377,1,1,0,0,0,0,0,0,1
29.241970818794343,13.250456304345471,0,97.56,1284.44,1,2.6,2,15.8,8.1,1,1,0,0,0,0,0,0,True,False,False,0,False,True,False,0,False,False,True,False,0,0,0,0,0,0,1,0,0,1,0,1,0,372,1,0,0,0,0,1,0,0,0
49.81919857520722,22.381966287901054,1,71.4,1672.86,1,0.85,3,234.5,7.5,1,0,0,0,0,0,0,0,True,False,False,0,True,False,False,0,True,False,False,False,0,0,0,0,0,0,0,0,0,1,0,1,0,455,1,0,0,0,0,0,0,0,1
